code,id,question,response
2e7dhfif,friend1,perceived_distances,48.60041152089147
2e7dhfif,friend2,perceived_distances,129.71121771072848
2e7dhfif,friend3,perceived_distances,47.80167361086848
2e7dhfif,GreenVoter,perceived_distances,30.083217912982647
2e7dhfif,AfDVoter,perceived_distances,338.18929610500686
2e7dhfif,P1,perceived_distances,153.7172729396407
2e7dhfif,P2,perceived_distances,318.69264189811474
2e7dhfif,P3,perceived_distances,135.51752654177244
2e7dhfif,P4,perceived_distances,196.57314160383152
2e7dhfif,self,manhattan_distances,
2e7dhfif,friend1,manhattan_distances,0.75
2e7dhfif,friend2,manhattan_distances,1.0
2e7dhfif,friend3,manhattan_distances,0.75
2e7dhfif,GreenVoter,manhattan_distances,0.75
2e7dhfif,AfDVoter,manhattan_distances,2.5
2e7dhfif,P1,manhattan_distances,5.0
2e7dhfif,P2,manhattan_distances,3.5
2e7dhfif,P3,manhattan_distances,2.25
2e7dhfif,P4,manhattan_distances,2.5
2e7dhfif,self,euclidean_distances,
2e7dhfif,friend1,euclidean_distances,1.7320508075688772
2e7dhfif,friend2,euclidean_distances,2.8284271247461903
2e7dhfif,friend3,euclidean_distances,1.7320508075688772
2e7dhfif,GreenVoter,euclidean_distances,2.23606797749979
2e7dhfif,AfDVoter,euclidean_distances,5.477225575051661
2e7dhfif,P1,euclidean_distances,10.198039027185569
2e7dhfif,P2,euclidean_distances,7.280109889280518
2e7dhfif,P3,euclidean_distances,5.163332257370234
2e7dhfif,P4,euclidean_distances,5.103430218980171
euega2v7,self,climate_concern,2.0
euega2v7,friend1,climate_concern,2.0
euega2v7,friend2,climate_concern,2.0
euega2v7,friend3,climate_concern,1.0
euega2v7,GreenVoter,climate_concern,1.0
euega2v7,AfDVoter,climate_concern,4.0
euega2v7,P1,climate_concern,7.0
euega2v7,P2,climate_concern,5.5
euega2v7,P3,climate_concern,4.6
euega2v7,P4,climate_concern,4.15
euega2v7,self,gay_adoption,1.0
euega2v7,friend1,gay_adoption,1.0
euega2v7,friend2,gay_adoption,2.0
euega2v7,friend3,gay_adoption,1.0
euega2v7,GreenVoter,gay_adoption,2.0
euega2v7,AfDVoter,gay_adoption,5.0
euega2v7,P1,gay_adoption,7.0
euega2v7,P2,gay_adoption,5.5
euega2v7,P3,gay_adoption,4.3
euega2v7,P4,gay_adoption,3.85
euega2v7,self,migration_enriches_culture,2.0
euega2v7,friend1,migration_enriches_culture,2.0
euega2v7,friend2,migration_enriches_culture,3.0
euega2v7,friend3,migration_enriches_culture,2.0
euega2v7,GreenVoter,migration_enriches_culture,2.0
euega2v7,AfDVoter,migration_enriches_culture,5.0
euega2v7,P1,migration_enriches_culture,7.0
euega2v7,P2,migration_enriches_culture,5.5
euega2v7,P3,migration_enriches_culture,2.5
euega2v7,P4,migration_enriches_culture,1.0
euega2v7,self,govt_reduce_inequ,2.0
euega2v7,friend1,govt_reduce_inequ,3.0
euega2v7,friend2,govt_reduce_inequ,3.0
euega2v7,friend3,govt_reduce_inequ,2.0
euega2v7,GreenVoter,govt_reduce_inequ,2.0
euega2v7,AfDVoter,govt_reduce_inequ,4.0
euega2v7,P1,govt_reduce_inequ,7.0
euega2v7,P2,govt_reduce_inequ,5.5
euega2v7,P3,govt_reduce_inequ,4.6
euega2v7,P4,govt_reduce_inequ,1.0
euega2v7,self,name,euega2v7
euega2v7,friend1,name,JC
euega2v7,friend2,name,TM
euega2v7,friend3,name,LB
euega2v7,GreenVoter,name,GreenVoter
euega2v7,AfDVoter,name,AfDVoter
euega2v7,P1,name,P1
euega2v7,P2,name,P2
euega2v7,P3,name,P3
euega2v7,P4,name,P4
euega2v7,self,perceived_distances,
euega2v7,friend1,perceived_distances,64.03124237432849
euega2v7,friend2,perceived_distances,114.76933388322858
euega2v7,friend3,perceived_distances,58.66856057549052
euega2v7,GreenVoter,perceived_distances,25.495097567963924
euega2v7,AfDVoter,perceived_distances,357.5150346488942
euega2v7,P1,perceived_distances,246.56439321199645
euega2v7,P2,perceived_distances,335.538373364359
euega2v7,P3,perceived_distances,103.31021246711285
euega2v7,P4,perceived_distances,215.3555200128383
euega2v7,self,manhattan_distances,
euega2v7,friend1,manhattan_distances,0.25
euega2v7,friend2,manhattan_distances,0.75
euega2v7,friend3,manhattan_distances,0.25
euega2v7,GreenVoter,manhattan_distances,0.5
euega2v7,AfDVoter,manhattan_distances,2.75
euega2v7,P1,manhattan_distances,5.25
euega2v7,P2,manhattan_distances,3.75
euega2v7,P3,manhattan_distances,2.25
euega2v7,P4,manhattan_distances,1.75
euega2v7,self,euclidean_distances,
euega2v7,friend1,euclidean_distances,1.0
euega2v7,friend2,euclidean_distances,1.7320508075688772
euega2v7,friend3,euclidean_distances,1.0
euega2v7,GreenVoter,euclidean_distances,1.4142135623730951
euega2v7,AfDVoter,euclidean_distances,5.744562646538029
euega2v7,P1,euclidean_distances,10.535653752852738
euega2v7,P2,euclidean_distances,7.54983443527075
euega2v7,P3,euclidean_distances,4.965883607174054
euega2v7,P4,euclidean_distances,3.839921874205255
dcf9x3eh,self,climate_concern,1.0
dcf9x3eh,friend1,climate_concern,1.0
dcf9x3eh,friend2,climate_concern,2.0
dcf9x3eh,friend3,climate_concern,1.0
dcf9x3eh,GreenVoter,climate_concern,1.0
dcf9x3eh,AfDVoter,climate_concern,4.0
dcf9x3eh,P1,climate_concern,7.0
dcf9x3eh,P2,climate_concern,5.5
dcf9x3eh,P3,climate_concern,4.6
dcf9x3eh,P4,climate_concern,4.15
dcf9x3eh,self,gay_adoption,1.0
dcf9x3eh,friend1,gay_adoption,1.0
dcf9x3eh,friend2,gay_adoption,1.0
dcf9x3eh,friend3,gay_adoption,1.0
dcf9x3eh,GreenVoter,gay_adoption,2.0
dcf9x3eh,AfDVoter,gay_adoption,4.0
dcf9x3eh,P1,gay_adoption,7.0
dcf9x3eh,P2,gay_adoption,5.5
dcf9x3eh,P3,gay_adoption,4.3
dcf9x3eh,P4,gay_adoption,3.85
dcf9x3eh,self,migration_enriches_culture,2.0
dcf9x3eh,friend1,migration_enriches_culture,1.0
dcf9x3eh,friend2,migration_enriches_culture,1.0
dcf9x3eh,friend3,migration_enriches_culture,2.0
dcf9x3eh,GreenVoter,migration_enriches_culture,2.0
dcf9x3eh,AfDVoter,migration_enriches_culture,5.0
dcf9x3eh,P1,migration_enriches_culture,7.0
dcf9x3eh,P2,migration_enriches_culture,5.5
dcf9x3eh,P3,migration_enriches_culture,2.5
dcf9x3eh,P4,migration_enriches_culture,1.0
dcf9x3eh,self,govt_reduce_inequ,2.0
dcf9x3eh,friend1,govt_reduce_inequ,1.0
dcf9x3eh,friend2,govt_reduce_inequ,2.0
dcf9x3eh,friend3,govt_reduce_inequ,2.0
dcf9x3eh,GreenVoter,govt_reduce_inequ,3.0
dcf9x3eh,AfDVoter,govt_reduce_inequ,4.0
dcf9x3eh,P1,govt_reduce_inequ,7.0
dcf9x3eh,P2,govt_reduce_inequ,5.5
dcf9x3eh,P3,govt_reduce_inequ,4.6
dcf9x3eh,P4,govt_reduce_inequ,1.0
dcf9x3eh,self,name,dcf9x3eh
dcf9x3eh,friend1,name,Ago
dcf9x3eh,friend2,name,Paul
dcf9x3eh,friend3,name,Marijn
dcf9x3eh,GreenVoter,name,GreenVoter
dcf9x3eh,AfDVoter,name,AfDVoter
dcf9x3eh,P1,name,P1
dcf9x3eh,P2,name,P2
dcf9x3eh,P3,name,P3
dcf9x3eh,P4,name,P4
dcf9x3eh,self,perceived_distances,
dcf9x3eh,friend1,perceived_distances,64.35060217278468
dcf9x3eh,friend2,perceived_distances,60.23421416969519
dcf9x3eh,friend3,perceived_distances,53.862412292877266
dcf9x3eh,GreenVoter,perceived_distances,83.61674773458405
dcf9x3eh,AfDVoter,perceived_distances,486.26013863054175
dcf9x3eh,P1,perceived_distances,395.25911374939
dcf9x3eh,P2,perceived_distances,480.1353632833093
dcf9x3eh,P3,perceived_distances,57.472077247007064
dcf9x3eh,P4,perceived_distances,412.68510998096355
dcf9x3eh,self,manhattan_distances,
dcf9x3eh,friend1,manhattan_distances,0.5
dcf9x3eh,friend2,manhattan_distances,0.5
dcf9x3eh,friend3,manhattan_distances,0.0
dcf9x3eh,GreenVoter,manhattan_distances,0.5
dcf9x3eh,AfDVoter,manhattan_distances,2.75
dcf9x3eh,P1,manhattan_distances,5.5
dcf9x3eh,P2,manhattan_distances,4.0
dcf9x3eh,P3,manhattan_distances,2.5
dcf9x3eh,P4,manhattan_distances,2.0
dcf9x3eh,self,euclidean_distances,
dcf9x3eh,friend1,euclidean_distances,1.4142135623730951
dcf9x3eh,friend2,euclidean_distances,1.4142135623730951
dcf9x3eh,friend3,euclidean_distances,0.0
dcf9x3eh,GreenVoter,euclidean_distances,1.4142135623730951
dcf9x3eh,AfDVoter,euclidean_distances,5.5677643628300215
dcf9x3eh,P1,euclidean_distances,11.045361017187261
dcf9x3eh,P2,euclidean_distances,8.06225774829855
dcf9x3eh,P3,euclidean_distances,5.555177764932459
dcf9x3eh,P4,euclidean_distances,4.477164281104726
652hnk9k,self,climate_concern,2.0
652hnk9k,friend1,climate_concern,1.0
652hnk9k,friend2,climate_concern,2.0
652hnk9k,friend3,climate_concern,1.0
652hnk9k,GreenVoter,climate_concern,1.0
652hnk9k,AfDVoter,climate_concern,4.0
652hnk9k,P1,climate_concern,7.0
652hnk9k,P2,climate_concern,5.5
652hnk9k,P3,climate_concern,4.6
652hnk9k,P4,climate_concern,4.15
652hnk9k,self,gay_adoption,1.0
652hnk9k,friend1,gay_adoption,1.0
652hnk9k,friend2,gay_adoption,1.0
652hnk9k,friend3,gay_adoption,1.0
652hnk9k,GreenVoter,gay_adoption,1.0
652hnk9k,AfDVoter,gay_adoption,4.0
652hnk9k,P1,gay_adoption,7.0
652hnk9k,P2,gay_adoption,5.5
652hnk9k,P3,gay_adoption,4.3
652hnk9k,P4,gay_adoption,3.85
652hnk9k,self,migration_enriches_culture,2.0
652hnk9k,friend1,migration_enriches_culture,2.0
652hnk9k,friend2,migration_enriches_culture,2.0
652hnk9k,friend3,migration_enriches_culture,2.0
652hnk9k,GreenVoter,migration_enriches_culture,2.0
652hnk9k,AfDVoter,migration_enriches_culture,5.0
652hnk9k,P1,migration_enriches_culture,7.0
652hnk9k,P2,migration_enriches_culture,5.5
652hnk9k,P3,migration_enriches_culture,2.5
652hnk9k,P4,migration_enriches_culture,1.0
652hnk9k,self,govt_reduce_inequ,2.0
652hnk9k,friend1,govt_reduce_inequ,1.0
652hnk9k,friend2,govt_reduce_inequ,3.0
652hnk9k,friend3,govt_reduce_inequ,2.0
652hnk9k,GreenVoter,govt_reduce_inequ,2.0
652hnk9k,AfDVoter,govt_reduce_inequ,3.0
652hnk9k,P1,govt_reduce_inequ,7.0
652hnk9k,P2,govt_reduce_inequ,5.5
652hnk9k,P3,govt_reduce_inequ,4.6
652hnk9k,P4,govt_reduce_inequ,1.0
652hnk9k,self,name,652hnk9k
652hnk9k,friend1,name,PS
652hnk9k,friend2,name,MW
652hnk9k,friend3,name,LH
652hnk9k,GreenVoter,name,GreenVoter
652hnk9k,AfDVoter,name,AfDVoter
652hnk9k,P1,name,P1
652hnk9k,P2,name,P2
652hnk9k,P3,name,P3
652hnk9k,P4,name,P4
652hnk9k,self,perceived_distances,
652hnk9k,friend1,perceived_distances,71.17583859709698
652hnk9k,friend2,perceived_distances,25.179356624028344
652hnk9k,friend3,perceived_distances,50.60632371551998
652hnk9k,GreenVoter,perceived_distances,57.706152185014034
652hnk9k,AfDVoter,perceived_distances,298.5180061570826
652hnk9k,P1,perceived_distances,160.11246047700348
652hnk9k,P2,perceived_distances,262.1221089492453
652hnk9k,P3,perceived_distances,110.86027241532469
652hnk9k,P4,perceived_distances,183.69812192834198
652hnk9k,self,manhattan_distances,
652hnk9k,friend1,manhattan_distances,0.5
652hnk9k,friend2,manhattan_distances,0.25
652hnk9k,friend3,manhattan_distances,0.25
652hnk9k,GreenVoter,manhattan_distances,0.25
652hnk9k,AfDVoter,manhattan_distances,2.25
652hnk9k,P1,manhattan_distances,5.25
652hnk9k,P2,manhattan_distances,3.75
652hnk9k,P3,manhattan_distances,2.25
652hnk9k,P4,manhattan_distances,1.75
652hnk9k,self,euclidean_distances,
652hnk9k,friend1,euclidean_distances,1.4142135623730951
652hnk9k,friend2,euclidean_distances,1.0
652hnk9k,friend3,euclidean_distances,1.0
652hnk9k,GreenVoter,euclidean_distances,1.0
652hnk9k,AfDVoter,euclidean_distances,4.795831523312719
652hnk9k,P1,euclidean_distances,10.535653752852738
652hnk9k,P2,euclidean_distances,7.54983443527075
652hnk9k,P3,euclidean_distances,4.965883607174054
652hnk9k,P4,euclidean_distances,3.839921874205255
g2gbaom7,self,climate_concern,1.0
g2gbaom7,friend1,climate_concern,2.0
g2gbaom7,friend2,climate_concern,3.0
g2gbaom7,friend3,climate_concern,1.0
g2gbaom7,GreenVoter,climate_concern,2.0
g2gbaom7,AfDVoter,climate_concern,4.0
g2gbaom7,P1,climate_concern,7.0
g2gbaom7,P2,climate_concern,5.5
g2gbaom7,P3,climate_concern,4.6
g2gbaom7,P4,climate_concern,4.15
g2gbaom7,self,gay_adoption,1.0
g2gbaom7,friend1,gay_adoption,1.0
g2gbaom7,friend2,gay_adoption,2.0
g2gbaom7,friend3,gay_adoption,2.0
g2gbaom7,GreenVoter,gay_adoption,1.0
g2gbaom7,AfDVoter,gay_adoption,4.0
g2gbaom7,P1,gay_adoption,7.0
g2gbaom7,P2,gay_adoption,5.5
g2gbaom7,P3,gay_adoption,4.3
g2gbaom7,P4,gay_adoption,3.85
g2gbaom7,self,migration_enriches_culture,2.0
g2gbaom7,friend1,migration_enriches_culture,2.0
g2gbaom7,friend2,migration_enriches_culture,3.0
g2gbaom7,friend3,migration_enriches_culture,3.0
g2gbaom7,GreenVoter,migration_enriches_culture,2.0
g2gbaom7,AfDVoter,migration_enriches_culture,4.0
g2gbaom7,P1,migration_enriches_culture,7.0
g2gbaom7,P2,migration_enriches_culture,5.5
g2gbaom7,P3,migration_enriches_culture,2.5
g2gbaom7,P4,migration_enriches_culture,1.0
g2gbaom7,self,govt_reduce_inequ,1.0
g2gbaom7,friend1,govt_reduce_inequ,3.0
g2gbaom7,friend2,govt_reduce_inequ,4.0
g2gbaom7,friend3,govt_reduce_inequ,2.0
g2gbaom7,GreenVoter,govt_reduce_inequ,2.0
g2gbaom7,AfDVoter,govt_reduce_inequ,2.0
g2gbaom7,P1,govt_reduce_inequ,7.0
g2gbaom7,P2,govt_reduce_inequ,5.5
g2gbaom7,P3,govt_reduce_inequ,4.6
g2gbaom7,P4,govt_reduce_inequ,1.0
g2gbaom7,self,name,g2gbaom7
g2gbaom7,friend1,name,Delf
g2gbaom7,friend2,name,Stefan
g2gbaom7,friend3,name,Alex
g2gbaom7,GreenVoter,name,GreenVoter
g2gbaom7,AfDVoter,name,AfDVoter
g2gbaom7,P1,name,P1
g2gbaom7,P2,name,P2
g2gbaom7,P3,name,P3
g2gbaom7,P4,name,P4
g2gbaom7,self,perceived_distances,
g2gbaom7,friend1,perceived_distances,182.25301127056184
g2gbaom7,friend2,perceived_distances,300.4629071601045
g2gbaom7,friend3,perceived_distances,90.71141299074434
g2gbaom7,GreenVoter,perceived_distances,95.23108502828318
g2gbaom7,AfDVoter,perceived_distances,454.5539801527817
g2gbaom7,P1,perceived_distances,383.2555797861994
g2gbaom7,P2,perceived_distances,487.6189510414817
g2gbaom7,P3,perceived_distances,51.97730102436402
g2gbaom7,P4,perceived_distances,434.27336549574846
g2gbaom7,self,manhattan_distances,
g2gbaom7,friend1,manhattan_distances,0.75
g2gbaom7,friend2,manhattan_distances,1.75
g2gbaom7,friend3,manhattan_distances,0.75
g2gbaom7,GreenVoter,manhattan_distances,0.5
g2gbaom7,AfDVoter,manhattan_distances,2.25
g2gbaom7,P1,manhattan_distances,5.75
g2gbaom7,P2,manhattan_distances,4.25
g2gbaom7,P3,manhattan_distances,2.75
g2gbaom7,P4,manhattan_distances,1.75
g2gbaom7,self,euclidean_distances,
g2gbaom7,friend1,euclidean_distances,2.23606797749979
g2gbaom7,friend2,euclidean_distances,3.872983346207417
g2gbaom7,friend3,euclidean_distances,1.7320508075688772
g2gbaom7,GreenVoter,euclidean_distances,1.4142135623730951
g2gbaom7,AfDVoter,euclidean_distances,4.795831523312719
g2gbaom7,P1,euclidean_distances,11.532562594670797
g2gbaom7,P2,euclidean_distances,8.54400374531753
g2gbaom7,P3,euclidean_distances,6.0876925020897685
g2gbaom7,P4,euclidean_distances,4.3640577448058595
t0az7zj6,self,climate_concern,1.0
t0az7zj6,friend1,climate_concern,1.0
t0az7zj6,friend2,climate_concern,1.0
t0az7zj6,friend3,climate_concern,2.0
t0az7zj6,GreenVoter,climate_concern,1.0
t0az7zj6,AfDVoter,climate_concern,5.0
t0az7zj6,P1,climate_concern,7.0
t0az7zj6,P2,climate_concern,5.5
t0az7zj6,P3,climate_concern,4.6
t0az7zj6,P4,climate_concern,4.15
t0az7zj6,self,gay_adoption,1.0
t0az7zj6,friend1,gay_adoption,1.0
t0az7zj6,friend2,gay_adoption,1.0
t0az7zj6,friend3,gay_adoption,2.0
t0az7zj6,GreenVoter,gay_adoption,1.0
t0az7zj6,AfDVoter,gay_adoption,4.0
t0az7zj6,P1,gay_adoption,7.0
t0az7zj6,P2,gay_adoption,5.5
t0az7zj6,P3,gay_adoption,4.3
t0az7zj6,P4,gay_adoption,3.85
t0az7zj6,self,migration_enriches_culture,2.0
t0az7zj6,friend1,migration_enriches_culture,2.0
t0az7zj6,friend2,migration_enriches_culture,1.0
t0az7zj6,friend3,migration_enriches_culture,3.0
t0az7zj6,GreenVoter,migration_enriches_culture,1.0
t0az7zj6,AfDVoter,migration_enriches_culture,5.0
t0az7zj6,P1,migration_enriches_culture,7.0
t0az7zj6,P2,migration_enriches_culture,5.5
t0az7zj6,P3,migration_enriches_culture,2.5
t0az7zj6,P4,migration_enriches_culture,1.0
t0az7zj6,self,govt_reduce_inequ,3.0
t0az7zj6,friend1,govt_reduce_inequ,2.0
t0az7zj6,friend2,govt_reduce_inequ,1.0
t0az7zj6,friend3,govt_reduce_inequ,3.0
t0az7zj6,GreenVoter,govt_reduce_inequ,2.0
t0az7zj6,AfDVoter,govt_reduce_inequ,3.0
t0az7zj6,P1,govt_reduce_inequ,7.0
t0az7zj6,P2,govt_reduce_inequ,5.5
t0az7zj6,P3,govt_reduce_inequ,4.6
t0az7zj6,P4,govt_reduce_inequ,1.0
t0az7zj6,self,name,t0az7zj6
t0az7zj6,friend1,name,OR
t0az7zj6,friend2,name,TD
t0az7zj6,friend3,name,AW
t0az7zj6,GreenVoter,name,GreenVoter
t0az7zj6,AfDVoter,name,AfDVoter
t0az7zj6,P1,name,P1
t0az7zj6,P2,name,P2
t0az7zj6,P3,name,P3
t0az7zj6,P4,name,P4
t0az7zj6,self,perceived_distances,
t0az7zj6,friend1,perceived_distances,48.27007354458868
t0az7zj6,friend2,perceived_distances,162.8158468945821
t0az7zj6,friend3,perceived_distances,90.00555538409837
t0az7zj6,GreenVoter,perceived_distances,32.526911934581186
t0az7zj6,AfDVoter,perceived_distances,374.1684112802683
t0az7zj6,P1,perceived_distances,200.0024999843752
t0az7zj6,P2,perceived_distances,306.00816982557836
t0az7zj6,P3,perceived_distances,124.77980605851253
t0az7zj6,P4,perceived_distances,214.76731594914529
t0az7zj6,self,manhattan_distances,
t0az7zj6,friend1,manhattan_distances,0.25
t0az7zj6,friend2,manhattan_distances,0.75
t0az7zj6,friend3,manhattan_distances,0.75
t0az7zj6,GreenVoter,manhattan_distances,0.5
t0az7zj6,AfDVoter,manhattan_distances,2.5
t0az7zj6,P1,manhattan_distances,5.25
t0az7zj6,P2,manhattan_distances,3.75
t0az7zj6,P3,manhattan_distances,2.25
t0az7zj6,P4,manhattan_distances,2.25
t0az7zj6,self,euclidean_distances,
t0az7zj6,friend1,euclidean_distances,1.0
t0az7zj6,friend2,euclidean_distances,2.23606797749979
t0az7zj6,friend3,euclidean_distances,1.7320508075688772
t0az7zj6,GreenVoter,euclidean_distances,1.4142135623730951
t0az7zj6,AfDVoter,euclidean_distances,5.830951894845301
t0az7zj6,P1,euclidean_distances,10.63014581273465
t0az7zj6,P2,euclidean_distances,7.681145747868608
t0az7zj6,P3,euclidean_distances,5.163332257370234
t0az7zj6,P4,euclidean_distances,4.800520805079382
b4wvjphf,self,climate_concern,2.0
b4wvjphf,friend1,climate_concern,4.0
b4wvjphf,friend2,climate_concern,2.0
b4wvjphf,friend3,climate_concern,1.0
b4wvjphf,GreenVoter,climate_concern,1.0
b4wvjphf,AfDVoter,climate_concern,4.0
b4wvjphf,P1,climate_concern,7.0
b4wvjphf,P2,climate_concern,5.5
b4wvjphf,P3,climate_concern,4.6
b4wvjphf,P4,climate_concern,4.15
b4wvjphf,self,gay_adoption,1.0
b4wvjphf,friend1,gay_adoption,4.0
b4wvjphf,friend2,gay_adoption,3.0
b4wvjphf,friend3,gay_adoption,1.0
b4wvjphf,GreenVoter,gay_adoption,1.0
b4wvjphf,AfDVoter,gay_adoption,5.0
b4wvjphf,P1,gay_adoption,7.0
b4wvjphf,P2,gay_adoption,5.5
b4wvjphf,P3,gay_adoption,4.3
b4wvjphf,P4,gay_adoption,3.85
b4wvjphf,self,migration_enriches_culture,3.0
b4wvjphf,friend1,migration_enriches_culture,5.0
b4wvjphf,friend2,migration_enriches_culture,4.0
b4wvjphf,friend3,migration_enriches_culture,2.0
b4wvjphf,GreenVoter,migration_enriches_culture,2.0
